expedition_id,mean_age,member_count
AMAD84103,37,1
AMAD84401,28.667,6
AMAD84402,31,5
AMAD85101,35.286,7
AMAD85102,27.714,7
AMAD85301,35.909,22
AMAD85302,32,5
AMAD85303,36.167,6
AMAD85401,32,2
AMAD85402,32.6,5
AMAD86101,41.4,5
AMAD86102,34.7,10
AMAD86301,33,11
AMAD86302,31.143,7
AMAD86303,31.167,6
AMAD86401,27.5,4
AMAD87101,36.167,6
AMAD87102,34.2,5
AMAD87301,30.7,10
AMAD87302,32.25,4
AMAD87303,32,5
AMAD87304,35,17
AMAD87401,31.167,6
AMAD88101,25.5,4
AMAD88102,36.5,6
AMAD88301,27.167,6
AMAD88302,29.25,8
AMAD88303,33.75,4
AMAD88304,30.333,3
AMAD88401,26.667,3
AMAD88402,35.619,21
AMAD89101,33.75,4
AMAD89102,36.167,6
AMAD89103,30.833,6
AMAD89104,25.5,6
AMAD89301,29.667,3
AMAD89302,38.727,11
AMAD89303,34.6,5
AMAD89304,38,11
AMAD90101,29.286,7
AMAD90301,45.5,12
AMAD90302,38.167,6
AMAD90303,28.667,3
AMAD90304,28.75,4
AMAD90305,28.5,2
AMAD90306,30,7
AMAD90307,29.4,5
AMAD90401,30.833,6
AMAD90402,30.6,5
AMAD90403,31,1
AMAD90404,27,3
AMAD90405,26.4,5
AMAD91101,38.8,10
AMAD91102,27.857,7
AMAD91103,35.333,9
AMAD91104,26,4
AMAD91105,36.25,4
AMAD91106,34.333,3
AMAD91301,36.6,10
AMAD91302,45.714,7
AMAD91303,39.2,10
AMAD91304,38,3
AMAD91401,31,2
AMAD91402,34,5
AMAD92101,29.5,2
AMAD92102,35.571,7
AMAD92103,35.333,12
AMAD92104,32,10
AMAD92301,37.375,8
AMAD92302,32,4
AMAD92303,30.5,2
AMAD92304,39.667,3
AMAD92305,40.786,14
AMAD92306,42.182,11
AMAD92307,39.167,12
AMAD92308,30.667,9
AMAD92309,36.083,12
AMAD92310,32.25,4
AMAD92401,35.4,5
AMAD92402,38.333,6
AMAD92403,32.75,8
AMAD92404,27.222,9
AMAD92405,30.5,4
AMAD93101,33.545,11
AMAD93102,27,2
AMAD93301,36.667,9
AMAD93302,35,3
AMAD93303,32,4
AMAD93304,37.5,6
AMAD93305,36,8
AMAD93306,35.125,8
AMAD93307,32.5,2
AMAD93308,32.5,6
AMAD93309,39.125,8
AMAD93310,26.833,6
AMAD93401,27.8,5
AMAD93402,35,4
AMAD93403,33.714,7
AMAD93404,35.75,4
AMAD94101,39.143,7
AMAD94102,38.5,4
AMAD94103,43.833,6
AMAD94301,29.2,10
AMAD94302,32.067,15
AMAD94303,31.111,9
AMAD94304,32.667,3
AMAD94305,35.312,16
AMAD94306,31.4,5
AMAD94307,33.5,6
AMAD94308,33.5,6
AMAD94309,35,6
AMAD94401,33,4
AMAD95101,37.5,4
AMAD95102,29.25,4
AMAD95301,31.4,5
AMAD95302,45,7
AMAD95303,38.6,5
AMAD95304,31.857,7
AMAD95305,30.333,6
AMAD95306,42.429,7
AMAD95307,38.125,8
AMAD95308,43.8,10
AMAD95309,35.25,12
AMAD95310,36.667,3
AMAD95311,35.667,6
AMAD95312,43,3
AMAD95313,46,4
AMAD95314,37.083,12
AMAD95315,40,2
AMAD95316,37.857,7
AMAD95317,35.857,7
AMAD96101,27.667,3
AMAD96102,33.5,2
AMAD96103,37.5,2
AMAD96104,35.6,5
AMAD96301,30.4,5
AMAD96302,35.667,6
AMAD96303,34.5,6
AMAD96304,43.833,6
AMAD96305,27.143,7
AMAD96306,35,3
AMAD96307,37,9
AMAD96308,37.286,7
AMAD96309,33.2,5
AMAD96310,33,5
AMAD96311,33.294,17
AMAD96312,29.6,5
AMAD96313,37.2,5
AMAD96314,36,3
AMAD96315,32.143,7
AMAD96316,35.8,5
AMAD96317,32.4,5
AMAD96318,39.75,4
AMAD96319,43.75,4
AMAD96401,31.238,21
AMAD97101,36.091,11
AMAD97102,33.5,4
AMAD97103,38.364,11
AMAD97104,30.25,4
AMAD97301,44.2,10
AMAD97302,25,4
AMAD97303,39.417,12
AMAD97304,41.333,9
AMAD97305,34.5,8
AMAD97306,35.143,7
AMAD97307,28.5,2
AMAD97308,35,3
AMAD97309,40.385,13
AMAD97310,38.875,16
AMAD97311,34.2,5
AMAD97312,36.75,8
AMAD97401,40.643,14
AMAD97402,32.714,7
AMAD97403,38.4,5
AMAD97404,28.167,6
AMAD98101,41.667,6
AMAD98102,34.833,6
AMAD98103,34.333,9
AMAD98301,38.286,14
AMAD98302,40.167,18
AMAD98303,30,5
AMAD98304,48.667,3
AMAD98305,33,1
AMAD98306,35,2
AMAD98307,34.895,19
AMAD98308,33,2
AMAD98309,30,1
AMAD98310,38,4
AMAD98311,32,8
AMAD98312,37.714,7
AMAD98313,31.167,6
AMAD98314,46,3
AMAD98315,39.857,7
AMAD98316,36,12
AMAD98317,33.5,2
AMAD98318,29.8,10
AMAD98319,31.5,4
AMAD98320,43.333,3
AMAD98321,33.667,6
AMAD98322,36.583,12
AMAD98323,32.125,8
AMAD98324,34.333,6
AMAD98325,29,8
AMAD98326,38.5,6
AMAD98327,32.2,5
AMAD98328,39.154,13
AMAD98329,41,3
AMAD98330,43.5,4
AMAD98331,48,2
AMAD98332,29,1
AMAD98401,36.857,7
AMAD98402,33.4,5
AMAD99101,31.75,4
AMAD99102,33,1
AMAD99103,45.333,3
AMAD99104,48.5,10
AMAD99301,33.667,12
AMAD99302,39,2
AMAD99303,30.667,3
AMAD99304,34.25,8
AMAD99305,30.5,4
AMAD99306,38.333,6
AMAD99307,32.125,8
AMAD99308,41.875,8
AMAD99309,36,2
AMAD99310,29.167,6
AMAD99311,37.667,6
AMAD99312,30.5,2
AMAD99313,31.286,7
AMAD99314,39,5
AMAD99315,51,2
AMAD99316,38,12
AMAD99317,40.778,9
AMAD99318,42,4
AMAD99319,31.75,4
AMAD99320,43.333,6
AMAD99321,30,1
AMAD99401,35,3
AMAD99402,34.167,12
AMAD99403,39.25,8
AMAD99404,34,5
AMAD99405,42.667,6
AMAD99406,42.667,3
AMOT03301,37.75,8
AMOT12301,43.333,6
AMPG10101,38.333,3
AMPG53101,33.5,4
AMPG59101,42.5,6
AMPH12301,59.2,5
AMPH13301,34,4
AMPM08101,38.833,6
ANID13101,30.25,4
ANID14101,37,3
ANN100101,39,4
ANN100102,36.714,7
ANN100103,32.75,8
ANN100104,39.75,4
ANN100301,40.75,8
ANN100302,42.5,10
ANN100303,30.667,3
ANN102101,43.5,2
ANN102102,33.625,8
ANN102103,34.217,23
ANN102104,34.667,6
ANN102301,42,6
ANN103101,34.75,12
ANN103301,37.571,7
ANN104101,41.75,8
ANN104102,41.571,7
ANN104301,41.167,6
ANN105101,39.2,5
ANN105102,37.667,3
ANN105103,38,2
ANN105104,43,1
ANN105105,35,5
ANN105106,43.8,5
ANN105301,37.6,10
ANN106101,39.333,3
ANN106102,29.5,2
ANN106103,40,4
ANN106104,39,3
ANN106301,40,6
ANN106302,38.2,5
ANN107101,47.667,6
ANN107102,45,1
ANN107103,43,3
ANN107104,34.5,2
ANN107105,39.167,6
ANN108101,44.5,4
ANN108102,41,8
ANN108103,30,2
ANN108104,27.5,2
ANN108105,34.6,5
ANN108106,41.625,8
ANN108301,42,5
ANN108302,35.333,3
ANN108303,44.333,3
ANN109101,41,5
ANN109102,46.5,2
ANN109103,33,3
ANN109104,36.5,2
ANN109105,39,10
ANN109301,40.667,3
ANN109302,32.5,4
ANN109303,33.4,5
ANN109304,39.091,11
ANN110101,35,1
ANN110102,34.778,9
ANN110103,25,1
ANN110104,43.25,8
ANN110105,40.2,10
ANN110106,38.2,5
ANN110107,30,1
ANN110108,46.444,9
ANN110109,35,2
ANN110110,30.6,5
ANN110111,31,1
ANN110301,37.5,2
ANN111101,34,3
ANN111102,42,3
ANN111103,43.667,3
ANN111104,38.333,3
ANN111301,46,3
ANN111302,40.714,7
ANN111303,41.5,6
ANN112101,42,2
ANN112102,43,3
ANN112103,38.333,3
ANN112104,35.5,4
ANN112105,31.667,3
ANN112106,49.5,2
ANN112107,45,1
ANN112108,59,1
ANN112109,46,1
ANN112110,38.5,12
ANN112111,40,1
ANN112112,37,2
ANN112113,37,2
ANN112114,41.5,2
ANN112115,51,2
ANN112116,42,1
ANN112301,48.615,13
ANN113301,40,2
ANN113302,41,2
ANN114101,37.333,9
ANN114102,44.25,4
ANN115101,39.231,13
ANN115102,38.727,11
ANN115103,46,2
ANN115104,26,1
ANN115105,52.667,3
ANN115106,39.917,12
ANN115107,32.75,4
ANN115108,35.444,9
ANN115301,35,5
ANN115401,38.25,8
ANN115402,37.5,4
ANN116101,44.25,4
ANN116102,39.455,11
ANN116103,38,22
ANN116104,33.125,8
ANN116105,31.333,3
ANN117101,55,2
ANN117102,39.889,9
ANN117103,28.5,2
ANN117104,43.5,2
ANN117105,42.75,4
ANN117106,36,3
ANN117301,30,2
ANN118101,37.8,5
ANN118301,42.5,2
ANN119101,39.694,36
ANN119102,35.667,3
ANN119103,32,2
ANN150101,32.688,16
ANN161101,20,1
ANN165101,36,1
ANN165201,65.333,3
ANN169101,31.889,9
ANN170101,33.062,16
ANN170102,27.9,10
ANN170301,25,1
ANN173101,33.909,11
ANN173301,32.636,11
ANN175101,28.444,9
ANN177301,32.923,13
ANN178101,35.125,8
ANN178301,33.267,15
ANN179101,35.357,14
ANN179102,37.375,8
ANN179301,33.75,8
ANN180101,30.9,10
ANN180301,41.812,16
ANN180401,29.5,2
ANN181101,31.583,12
ANN181102,43,1
ANN181301,29.25,12
ANN181302,34.222,9
ANN182101,40.778,18
ANN182102,39.188,16
ANN182301,29.333,3
ANN182302,29.667,3
ANN183301,28.222,9
ANN183302,35.385,13
ANN183303,24.571,7
ANN183401,37,4
ANN184101,32.3,10
ANN184301,30,2
ANN184302,26,6
ANN184303,30.9,10
ANN184304,23.5,4
ANN184401,32.333,15
ANN184402,36,6
ANN184403,28,7
ANN185101,30.2,5
ANN185301,32.4,5
ANN185302,31,2
ANN185401,33.75,16
ANN186101,34.556,9
ANN186102,33.8,5
ANN186301,39.667,3
ANN186302,33.8,10
ANN186303,37,3
ANN186304,35.273,11
ANN186401,27.5,2
ANN186402,35.571,7
ANN187101,32.8,5
ANN187102,27.7,10
ANN187301,26.714,7
ANN187302,27,3
ANN187401,33.111,9
ANN187402,35.25,4
ANN187403,32.429,14
ANN188101,34.143,7
ANN188102,39.4,5
ANN188301,25.2,5
ANN188302,28.571,7
ANN188303,35.214,14
ANN188304,30.333,9
ANN188401,34.625,8
ANN189101,37,1
ANN189102,41,2
ANN189103,37,4
ANN189301,32.55,20
ANN189401,39,7
ANN189402,28.286,14
ANN190101,34.125,8
ANN190301,32.833,12
ANN190302,32.25,4
ANN190303,34,1
ANN190401,28.667,9
ANN190402,33.923,13
ANN191101,40.167,6
ANN191102,40.067,15
ANN191301,33.267,15
ANN191302,31.6,10
ANN191303,34.643,14
ANN191304,39.909,11
ANN191305,37.9,10
ANN191306,34.059,17
ANN191307,36.75,12
ANN191308,30.333,6
ANN191309,38.75,4
ANN191310,33,1
ANN192301,34.8,5
ANN192302,33.929,14
ANN193101,32.25,12
ANN193301,35.25,4
ANN193302,29.444,9
ANN193303,33.222,9
ANN194201,31,5
ANN194301,29.933,15
ANN194302,36.333,3
ANN194401,33.5,10
ANN195101,37.6,10
ANN195301,30.333,3
ANN196101,41,9
ANN196102,33.714,7
ANN196103,42,1
ANN196301,40.667,12
ANN196302,37.375,8
ANN196303,36,3
ANN196304,38.692,13
ANN196401,29.25,4
ANN197101,32.375,8
ANN197301,33.5,4
ANN197302,33.667,3
ANN197401,27.333,3
ANN197402,35,3
ANN198101,32,4
ANN198102,36.625,8
ANN198103,26.25,4
ANN198301,36.818,11
ANN199101,31.923,13
ANN199102,38.222,18
ANN207401,36,4
ANN208101,34,4
ANN208301,38.167,12
ANN216301,28,2
ANN250201,51,1
ANN253101,50,1
ANN253301,38,1
ANN257101,34.75,4
ANN260101,31.923,13
ANN269301,32,8
ANN271101,28.417,12
ANN273101,28.333,6
ANN274101,28.125,8
ANN278101,33.5,4
ANN278301,32.5,2
ANN279301,29,3
ANN280101,29.333,6
ANN280102,33.857,7
ANN281301,32.556,9
ANN281302,37.737,19
ANN282301,31.8,5
ANN283101,25.5,2
ANN283301,26.333,6
ANN283302,27.833,6
ANN283401,33.5,4
ANN284101,34,3
ANN284301,35,4
ANN285301,34.625,8
ANN286101,33.222,9
ANN286102,30.429,7
ANN287301,41.5,2
ANN289301,30.333,9
ANN290301,32.143,7
ANN295301,39,3
ANN296301,32.2,5
ANN300301,33.083,12
ANN301301,36,4
ANN302301,32.714,7
ANN303301,31.667,3
ANN303302,30.75,4
ANN307101,30.5,2
ANN310101,36.5,2
ANN310301,34.75,4
ANN316101,30.2,5
ANN361101,29.625,8
ANN370101,32.4,10
ANN377301,33.071,28
ANN378301,28.429,14
ANN379301,31,7
ANN380101,34.562,16
ANN380301,33.375,8
ANN381301,24,3
ANN382101,28.545,11
ANN382301,30.5,6
ANN382302,23,1
ANN383301,24.25,4
ANN383302,26.8,5
ANN384301,25.25,4
ANN385101,31.16,25
ANN385301,26,5
ANN386301,29,6
ANN386302,35.857,7
ANN388301,31.2,5
ANN390301,30.833,6
ANN391301,35.5,2
ANN391302,36.8,10
ANN394301,32.769,13
ANN394302,31,4
ANN395301,38.8,5
ANN396301,35,2
ANN398301,46.5,2
ANN401301,31.375,8
ANN401302,32,4
ANN401303,46.667,6
ANN402101,38.333,6
ANN402301,43.667,9
ANN402302,42.143,7
ANN403301,40.375,8
ANN403302,33.125,8
ANN403303,54.333,9
ANN403304,42.625,8
ANN403401,25.5,4
ANN404301,43,10
ANN405301,47.8,5
ANN405302,43.571,14
ANN406301,43.2,10
ANN407101,46.125,8
ANN407301,45,2
ANN408301,41.5,4
ANN408302,41,2
ANN408303,75,1
ANN409201,36.333,6
ANN409301,42.875,8
ANN410101,45.375,8
ANN410301,40,3
ANN411101,33.5,8
ANN411301,44.7,10
ANN412101,41,8
ANN412102,50.4,5
ANN412103,30,1
ANN412301,48.7,10
ANN412302,42,2
ANN413101,42.778,9
ANN415101,69.667,3
ANN415102,37.8,5
ANN415301,51.333,3
ANN415302,40,3
ANN416101,44.857,7
ANN417301,50.25,4
ANN418301,42.857,14
ANN450201,33.909,11
ANN452301,37.6,5
ANN453101,50,2
ANN453301,34.5,2
ANN455101,26.25,4
ANN457101,34,2
ANN460101,31.25,4
ANN469301,39.2,10
ANN469302,32,8
ANN470101,28.375,8
ANN474101,29,4
ANN476101,41.143,7
ANN478101,30.667,9
ANN479301,32.125,16
ANN480301,34.625,16
ANN481101,33.778,9
ANN481301,37.737,19
ANN481401,35.556,9
ANN482301,33.333,15
ANN483101,30.8,5
ANN483301,41.059,17
ANN484301,35.111,9
ANN484302,37.8,10
ANN485301,35.267,15
ANN486101,28.846,13
ANN486301,37.6,10
ANN487101,40.333,6
ANN487301,35.25,8
ANN487302,34.733,15
ANN489301,30.333,9
ANN490301,37.083,12
ANN490302,38.1,10
ANN490303,25.375,8
ANN491101,37.429,7
ANN491301,26,2
ANN491302,35,1
ANN491303,34.778,9
ANN492101,32.583,12
ANN492301,27,6
ANN492302,25.667,6
ANN492303,35,2
ANN492304,34.429,7
ANN493301,35.692,13
ANN494301,33.625,8
ANN494302,35.6,5
ANN495101,43.25,20
ANN495102,28.75,4
ANN495301,44.25,4
ANN496301,34,1
ANN496302,37.714,7
ANN496303,37.6,5
ANN496304,45.667,12
ANN496305,41.111,9
ANN496306,33.938,16
ANN497301,45.857,7
ANN497302,47,7
ANN498101,39.4,10
ANN498301,37.333,9
ANNE00301,30.667,3
ANNE04101,55,2
ANNE06101,40,4
ANNE06102,39,3
ANNE07301,41,3
ANNE08101,51,2
ANNE09101,35,2
ANNE74101,40.667,9
ANNE84301,26,6
ANNE88301,38.091,11
ANNM04101,55,2
ANNM06101,40,4
ANNM80301,37.875,8
ANNM81101,35.273,11
ANNM84301,23.5,4
ANNM84302,26,6
ANNM84401,29,4
ANNS02301,25.6,10
ANNS09101,29,1
ANNS10301,37.5,2
ANNS14101,35.625,8
ANNS15301,37.25,4
ANNS64301,26.111,9
ANNS70301,33,5
ANNS71101,24,1
ANNS72301,29,5
ANNS73101,25.5,6
ANNS74101,28.889,9
ANNS75301,25.444,9
ANNS76301,27.375,8
ANNS78101,30,9
ANNS78301,24,6
ANNS79101,30.083,12
ANNS81301,27.2,5
ANNS82301,30.818,11
ANNS84301,31.8,5
ANNS84401,29.333,3
ANNS85101,27.429,7
ANNS85301,29.4,10
ANNS85302,24.333,6
ANNS86101,25.778,9
ANNS87301,33.5,10
ANNS87401,33.5,8
ANNS88101,33,4
ANNS89101,30.667,6
ANNS90101,34.667,3
ANNS91101,33,3
ANNS91301,35.429,7
ANNS91302,35.286,7
ANNS94401,47.167,6
ANNS97301,41,2
APIM01301,35.167,6
APIM10101,38.143,7
APIM12101,31.667,3
APIM15301,32.333,3
APIM18301,54.75,8
APIM53101,43,3
APIM54101,52.5,2
APIM60101,31.222,9
APIM71101,31,1
APIM73101,28.625,8
APIM78301,30.143,14
APIM80101,28.818,11
APIM81301,36.625,8
APIM83401,36.125,8
APIM91101,27,3
APIM92301,34.4,5
APIM96301,33.5,12
ARNK02201,43.333,3
ARNK03201,54,7
ARNK09301,37.833,6
ARNK09302,52,1
ARNK11301,45.765,17
ARNK12101,51.182,11
ARNK12301,41,3
ARNK14101,44,5
BAMO10301,64,2
BAMO11101,56,3
BAMO13301,38.8,5
BARU00101,37,8
BARU00102,33.222,9
BARU00103,42.308,13
BARU00301,39.4,5
BARU00302,47,2
BARU00303,51.25,4
BARU00304,39.429,7
BARU00305,37.6,5
BARU00306,33.636,11
BARU00307,39.842,19
BARU01101,39.125,8
BARU01102,34.75,4
BARU01103,39.75,12
BARU01301,39.2,5
BARU01302,40.923,13
BARU01303,35.5,2
BARU01304,40.625,8
BARU01305,40.571,7
BARU01306,45.889,9
BARU01307,34.5,4
BARU01308,33.263,19
BARU02101,46,14
BARU02102,30.571,7
BARU02103,38.8,5
BARU02301,40.833,6
BARU02302,34,2
BARU02303,43,6
BARU02304,39.222,9
BARU02305,43,9
BARU02306,29.5,2
BARU02307,39.5,4
BARU02308,46.615,13
BARU03101,34.4,10
BARU03102,37.667,6
BARU03103,34.2,5
BARU03301,39,1
BARU03302,44,4
BARU03303,30,2
BARU03304,30.667,3
BARU03305,25,1
BARU03306,47.286,7
BARU03307,30.5,2
BARU03308,29,2
BARU03309,39.167,6
BARU03310,37,2
BARU04101,33.5,12
BARU04102,47.75,4
BARU04103,45.25,4
BARU04301,34.2,5
BARU04302,36.75,4
BARU04303,39.556,9
BARU04304,29.625,8
BARU04305,43.3,10
BARU04306,37.714,14
BARU05301,52.286,7
BARU05302,41,4
BARU05303,42.1,10
BARU05304,30.5,2
BARU05305,37.25,4
BARU06101,23.5,2
BARU06301,43.5,2
BARU06302,49,6
BARU06303,45.8,5
BARU06304,40.667,3
BARU07101,37.167,6
BARU07301,43.4,5
BARU07302,48.846,13
BARU07303,51,6
BARU07304,32.778,9
BARU07305,42.714,7
BARU07306,41.125,8
BARU07307,41.375,8
BARU07308,43.667,3
BARU08101,37.6,5
BARU08102,48,2
BARU08103,36.889,9
BARU08104,38.091,11
BARU08105,45,5
BARU08106,43.556,9
BARU08107,42.333,3
BARU08108,48.556,9
BARU08301,34.333,9
BARU08302,34,4
BARU08303,36.5,2
BARU08304,35.6,5
BARU08305,43.429,14
BARU08306,35.5,2
BARU08307,40.333,6
BARU08308,33.25,4
BARU08309,31.75,4
BARU08310,33.333,3
BARU08311,33.75,8
BARU08312,42.875,8
BARU08313,42.333,12
BARU08314,37.5,2
BARU08315,35,3
BARU08316,33.7,10
BARU08317,32.333,3
BARU09101,37.333,3
BARU09102,46.364,11
BARU09103,35.615,13
BARU09104,29.333,3
BARU09105,37.75,4
BARU09106,47.714,7
BARU09107,41.5,2
BARU09301,47.231,13
BARU09302,29.75,4
BARU09303,42,6
BARU09304,36.524,21
BARU09305,40.692,13
BARU09306,47,11
BARU09307,32,2
BARU09308,45.778,9
BARU09309,42,5
BARU09310,32.75,4
BARU09311,43.333,6
BARU09312,43.8,10
BARU09313,50.5,4
BARU09314,33.333,6
BARU09315,28.333,3
BARU10101,27.333,3
BARU10102,29.5,2
BARU10301,39,5
BARU10302,34.5,2
BARU10303,44.222,9
BARU10304,37.75,8
BARU10305,40.03,33
BARU10306,42.8,5
BARU10307,43.667,6
BARU10308,41.125,8
BARU10309,33.571,14
BARU10310,45,3
BARU10311,39.333,3
BARU10312,43.643,14
BARU10313,35,1
BARU10314,46.5,6
BARU11101,33,8
BARU11102,55,2
BARU11103,41.625,8
BARU11104,41,2
BARU11105,48,1
BARU11106,30.667,3
BARU11301,39.667,3
BARU11302,43,2
BARU11303,37.6,15
BARU11304,40.955,22
BARU11305,34.368,19
BARU11306,23,4
BARU11307,44.2,5
BARU11308,43,2
BARU11309,47.667,6
BARU12101,54,8
BARU12102,30.333,3
BARU12103,47.833,6
BARU12104,41.333,3
BARU12105,44.667,3
BARU12106,42.5,2
BARU12107,53.25,4
BARU12301,43,2
BARU12302,35,6
BARU12303,38.111,9
BARU12304,30.8,5
BARU12305,55,9
BARU12306,40.6,5
BARU12307,45.267,15
BARU12308,47.167,6
BARU12309,42,24
BARU12310,49.417,12
BARU12311,47.545,11
BARU12312,34.4,5
BARU12313,45,7
BARU13101,34.75,4
BARU13102,44.25,4
BARU13301,32.5,6
BARU13302,45,1
BARU13303,35.5,2
BARU13304,44.529,17
BARU13305,51,2
BARU13306,20.5,2
BARU13307,41,2
BARU13308,34,1
BARU13309,31.667,3
BARU13310,36.25,4
BARU13311,37.8,10
BARU14101,41.5,2
BARU14102,48.667,3
BARU14103,36,2
BARU14301,39.25,4
BARU14302,51,3
BARU14303,36.667,3
BARU14304,46.421,19
BARU14305,45.778,9
BARU14306,39.444,9
BARU14307,36.6,5
BARU14308,33,4
BARU15101,51.5,4
BARU15301,58.667,6
BARU15302,43.75,12
BARU15303,48.333,3
BARU15304,45.5,8
BARU15305,41.125,8
BARU16301,44.538,13
BARU16302,39.571,7
BARU16303,46.9,10
BARU16304,49.4,10
BARU17301,45.684,19
BARU17302,48.889,9
BARU17303,41.6,10
BARU17304,49.667,3
BARU17305,52,6
BARU17306,52.5,2
BARU18101,53.333,3
BARU18102,42,3
BARU18103,22,1
BARU18301,43.75,16
BARU18302,39.5,4
BARU18303,45.5,12
BARU18304,37.333,3
BARU18305,25,2
BARU19101,39,8
BARU54101,29.333,9
BARU54301,34.667,3
BARU64101,28.25,4
BARU80101,30.444,9
BARU80102,30.667,6
BARU80103,27,3
BARU80301,26,10
BARU80302,30,7
BARU80401,31.769,13
BARU81101,26.556,9
BARU82301,30.778,9
BARU83101,24,4
BARU83301,29.667,6
BARU83302,43.5,10
BARU84101,27.125,8
BARU84102,31.385,13
BARU84301,42.842,19
BARU84302,24,2
BARU85301,40,15
BARU85302,38.077,13
BARU87301,39,4
BARU87302,34.8,5
BARU88101,38.455,11
BARU88102,31.5,6
BARU88301,29.5,4
BARU88302,34,8
BARU89101,32.833,6
BARU89102,34.857,7
BARU89103,44.083,12
BARU89301,33.111,9
BARU90101,33.5,2
BARU90301,29,3
BARU90302,36.5,8
BARU91101,36.556,9
BARU91301,41.2,5
BARU91302,38,5
BARU92301,37.889,9
BARU92302,41.077,13
BARU93101,42.571,7
BARU93301,35.8,5
BARU93302,38.1,10
BARU93303,27,4
BARU93304,38,4
BARU93305,35.5,8
BARU94101,33.429,7
BARU94102,28.5,4
BARU94301,30.8,5
BARU94302,21,3
BARU94303,30.6,5
BARU94304,36.125,8
BARU94305,34,11
BARU94306,36.6,10
BARU94307,31.778,9
BARU95101,31.5,4
BARU95301,40.455,11
BARU95302,42.1,10
BARU95303,35,3
BARU96301,36.429,7
BARU96302,40.769,13
BARU96303,31.75,4
BARU96304,38.067,15
BARU96305,45.5,2
BARU97101,47.333,3
BARU97301,38.615,13
BARU97302,31,6
BARU97303,40.833,12
BARU97304,39.235,17
BARU97305,32.2,5
BARU97306,40.2,5
BARU98101,35,2
BARU98102,32.2,5
BARU98301,36,12
BARU98302,41.667,9
BARU98303,33,5
BARU98304,34.25,4
BARU98305,36.25,8
BARU99301,37.429,7
BARU99302,39.1,10
BARU99303,49.875,8
BARU99304,32,3
BARU99305,37,3
BARU99306,42.5,8
BARU99307,40.875,8
BARU99308,30.75,12
BARU99309,37.667,3
BARU99310,40.75,12
BARU99311,41.571,7
BARU99312,45.4,5
BAUD54101,35.5,2
BAUD70101,26.143,7
BAUD71101,33.5,8
BAUD75101,28.333,6
BEDG14301,34,1
BEDG15301,37.818,11
BHEM64101,29.2,5
BHRI02301,34.2,5
BHRI11301,59.5,4
BHRI13101,40.167,6
BHRI14101,39.5,4
BHRI15101,43.833,12
BHRI17101,39.286,7
BHRI17301,55.167,6
BHRI82101,33.077,13
BHRI82301,42.625,16
BHRI86101,30.25,12
BHRI90101,47.647,17
BHRI91101,41.333,3
BHRI91102,36.75,4
BHRI91301,41,7
BHRI91302,40.75,8
BHRI91401,39.8,5
BHRI92301,45.571,14
BHRI93301,41.4,5
BHRI98301,32.25,4
BHRI99201,39.375,8
BHRS05101,35.75,4
BHRS08101,46.556,9
BHRS10101,50.308,13
BHRS10102,42.25,8
BHRS10301,27,3
BHRS17101,39.286,7
BHRS17301,47.333,3
BHUL64301,33.2,5
BIJO13101,48.364,11
BOBA96301,35,3
BOKT53101,32.5,2
BOKT91101,34.75,4
BTAK02301,51,1
BTAK60101,38,2
BURK15301,47.167,12
BURK16301,45,5
BURK17101,43.667,6
BURK17301,44.857,7
CBAM15301,30.125,8
CBAM18401,37.5,2
CHAG11101,42.5,2
CHAG54101,34,1
CHAG54301,34.2,5
CHAG89301,26.667,3
CHAK07201,46,12
CHAK11301,38.5,8
CHAM00101,40,2
CHAM10301,40,2
CHAM12301,38.5,2
CHAM15301,45.333,3
CHAM15302,31.5,2
CHAM16101,29,2
CHAM16102,33,2
CHAM18101,35.8,5
CHAM18301,39.5,4
CHAM18302,41.5,2
CHAM18303,32.333,3
CHAM19101,41.5,2
CHAM19102,28.7,10
CHAM55301,30,1
CHAM62101,31,8
CHAM81301,34,5
CHAM84101,31.308,13
CHAM86301,27,6
CHAM86302,29.357,14
CHAM87101,43,2
CHAM88101,29.667,6
CHAM90301,28.25,4
CHAM91301,30.091,11
CHAM92301,29,3
CHAN10301,21.25,4
CHAN11101,52.667,3
CHAN13301,29.333,3
CHAN98301,53.286,14
CHAW12301,54.667,6
CHEK05101,34,2
CHEK17301,34.833,6
CHEK55101,34,2
CHEO90301,40.667,6
CHEO91301,34.231,13
CHIV04301,21.8,5
CHKA07301,55.125,8
CHMN00301,31.2,5
CHMN53101,41,1
CHMN83101,28,7
CHMN94301,34.083,12
CHND13301,29.333,3
CHOB02301,28.5,2
CHOB09301,36,3
CHOB15301,29,1
CHOB19101,30,2
CHOB72101,24.667,3
CHOB79301,35,1
CHOB83301,34.917,12
CHOB84301,30.917,12
CHOB85101,29.4,5
CHOL00301,25,4
CHOL01401,29.385,13
CHOL02301,32.222,9
CHOL03301,31,5
CHOL04401,28.5,2
CHOL05101,28,1
CHOL05102,35.333,3
CHOL05301,30,2
CHOL05401,27,2
CHOL11301,43,1
CHOL17301,45.75,4
CHOL82101,35.667,6
CHOL82301,30,5
CHOL83101,27.4,5
CHOL84301,32.75,4
CHOL85101,27.714,7
CHOL86401,28,1
CHOL88301,31.6,5
CHOL92301,27.8,5
CHOL93301,28.375,8
CHOL93401,40,3
CHOL94301,29.2,10
CHOL94302,41.286,7
CHOL95301,22.8,5
CHOP02301,45.5,2
CHOP11301,46,2
