expedition_id,mean_age,member_count
EVER11172,33.833,30
EVER11173,29,1
EVER11174,29,1
EVER11175,30.5,4
EVER11176,37.25,4
EVER11177,28.5,2
EVER11178,30.125,32
EVER11179,40.833,12
EVER11180,53.667,3
EVER11181,36,3
EVER11182,38,2
EVER11183,35.529,17
EVER11184,28,2
EVER11185,43.286,7
EVER11186,30.25,4
EVER11187,28.25,4
EVER11188,46.2,5
EVER11189,32.5,4
EVER11190,39.286,7
EVER11191,42.5,22
EVER11192,33.6,5
EVER11193,37,2
EVER11194,29.333,3
EVER11195,41.5,2
EVER11301,32.5,2
EVER11302,43.2,5
EVER11303,29.667,3
EVER11304,36,1
EVER12101,41.457,35
EVER12102,47.875,16
EVER12103,32.1,20
EVER12104,35,1
EVER12105,30,2
EVER12106,40.8,5
EVER12107,29,3
EVER12108,31.667,3
EVER12109,42.5,2
EVER12110,30.357,14
EVER12111,41,3
EVER12112,34.333,9
EVER12113,38.5,2
EVER12114,50,1
EVER12115,41,3
EVER12116,38.571,14
EVER12117,42.333,3
EVER12118,42,2
EVER12119,50,3
EVER12120,43.75,4
EVER12121,30.364,11
EVER12122,31,2
EVER12123,34.895,19
EVER12124,30.167,12
EVER12125,32.571,7
EVER12126,42.667,3
EVER12127,39,4
EVER12128,35.556,9
EVER12129,36.667,3
EVER12130,45,3
EVER12131,42.154,39
EVER12132,41.5,8
EVER12133,33.714,7
EVER12134,39,2
EVER12135,44,4
EVER12136,36.588,17
EVER12137,39,4
EVER12138,37,1
EVER12139,37.5,2
EVER12140,37.593,59
EVER12141,34.636,11
EVER12142,30.7,10
EVER12143,32.636,22
EVER12144,31,4
EVER12145,40.429,14
EVER12146,37.5,20
EVER12147,31.75,4
EVER12148,33.5,2
EVER12149,44.889,9
EVER12150,42.6,5
EVER12151,25,2
EVER12152,38.714,7
EVER12153,64,2
EVER12154,32.811,37
EVER12155,43,3
EVER12156,28,5
EVER12157,46.2,5
EVER12158,40.778,9
EVER12159,29.333,3
EVER12160,35.368,19
EVER12161,35.636,11
EVER12162,43.667,3
EVER12163,32,2
EVER12164,44.5,2
EVER12165,37.857,14
EVER12166,42.161,31
EVER12167,38.346,26
EVER12168,37.842,19
EVER12169,40.211,19
EVER12170,42,4
EVER12171,42,3
EVER12172,38,2
EVER12173,38.857,7
EVER12174,39,4
EVER12175,41.458,24
EVER12176,33.154,13
EVER12177,68,1
EVER12178,41,1
EVER12179,43.5,2
EVER12180,46.25,4
EVER12181,33,3
EVER12182,28.333,3
EVER12183,42,7
EVER12184,46.5,4
EVER12185,40.667,3
EVER12186,30.5,2
EVER12187,36.667,3
EVER12188,31.95,40
EVER12189,31.087,23
EVER12190,34.5,2
EVER12191,35,5
EVER12301,31.667,12
EVER12302,32.25,8
EVER13101,36.341,41
EVER13102,41.125,8
EVER13103,33.5,16
EVER13104,34,2
EVER13105,33,2
EVER13106,33.1,10
EVER13107,46,1
EVER13108,41,1
EVER13109,38.711,38
EVER13110,45.75,4
EVER13111,30.243,37
EVER13112,38,9
EVER13113,33.667,12
EVER13114,37.2,5
EVER13115,37,5
EVER13116,32.5,2
EVER13117,24,1
EVER13118,38.75,4
EVER13119,35.765,17
EVER13120,39.5,2
EVER13121,33,2
EVER13122,26.7,10
EVER13123,41,3
EVER13124,46.5,2
EVER13125,52,1
EVER13126,24,16
EVER13127,61.667,3
EVER13128,39.824,17
EVER13129,49,1
EVER13130,27.75,12
EVER13131,32,1
EVER13132,35.312,16
EVER13133,36.909,11
EVER13134,36,1
EVER13135,35.6,5
EVER13136,38,6
EVER13137,33.5,2
EVER13138,32.333,24
EVER13139,41.333,6
EVER13140,31.5,2
EVER13141,46,6
EVER13142,42.667,9
EVER13143,30.25,8
EVER13144,42,1
EVER13145,44,1
EVER13146,40.333,3
EVER13147,42.5,2
EVER13148,34.667,3
EVER13149,34.5,2
EVER13150,81,1
EVER13151,32.5,6
EVER13152,36.556,9
EVER13153,39,4
EVER13154,43.333,12
EVER13155,37.611,18
EVER13156,34.333,3
EVER13157,41.167,6
EVER13158,44.5,2
EVER13159,29,2
EVER13160,29.355,31
EVER13161,34.5,2
EVER13162,35.25,4
EVER13163,32,4
EVER13164,34,2
EVER13165,27,2
EVER13166,39.286,7
EVER13167,35.5,2
EVER13168,37.857,28
EVER13169,37,3
EVER13170,27,2
EVER13171,38.5,18
EVER13172,38.25,24
EVER13173,41.5,6
EVER13174,40,2
EVER13175,38.722,18
EVER13176,43,9
EVER13177,42.562,16
EVER13178,40.182,11
EVER13179,38.308,26
EVER13180,42.833,12
EVER13181,37.015,65
EVER13182,33,1
EVER13183,36.621,29
EVER13184,36.667,3
EVER13185,40.333,27
EVER13186,35.583,48
EVER13187,37.6,5
EVER13188,28,3
EVER13189,33.333,3
EVER13190,39.5,2
EVER14101,42.778,18
EVER14102,41.542,24
EVER14103,29.5,2
EVER14104,39.333,3
EVER14105,54.167,6
EVER14106,42.5,8
EVER14107,47.923,13
EVER14108,34.6,5
EVER14109,39.538,13
EVER14110,38.8,10
EVER14111,44.667,9
EVER14112,32.571,7
EVER14113,47,7
EVER14114,35,12
EVER14115,48.125,8
EVER14116,45,22
EVER14117,47.5,2
EVER14118,37.6,5
EVER14119,42,10
EVER14120,52,1
EVER14121,28.964,28
EVER14122,38.25,4
EVER14123,33.5,4
EVER14124,36.4,5
EVER14125,50.5,2
EVER14126,34.2,5
EVER14127,33,2
EVER14128,44.333,3
EVER14129,41.818,22
EVER14130,52,1
EVER14131,46,1
EVER14132,41.833,6
EVER14133,38.667,6
EVER14134,39.625,8
EVER14135,35.692,13
EVER14136,60,1
EVER14137,41.091,11
EVER14138,46.143,7
EVER14139,46.333,6
EVER14140,39.364,11
EVER14141,46,3
EVER14142,49,1
EVER14143,41.5,2
EVER14144,40.257,35
EVER14145,43.5,2
EVER14146,43.5,4
EVER14147,36.5,2
EVER14148,47.5,4
EVER14149,35,1
EVER14150,44.6,15
EVER14151,36.25,4
EVER14152,28.909,11
EVER14153,39.143,7
EVER14154,43,2
EVER14155,42.556,9
EVER14156,74,1
EVER14157,32,1
EVER14158,30,1
EVER14159,42,1
EVER14160,42,2
EVER14161,29.833,6
EVER14162,35,3
EVER14163,39,2
EVER14164,42,7
EVER14165,38.455,11
EVER14166,39.471,34
EVER14167,40.5,2
EVER14168,49,1
EVER15101,37.375,16
EVER15102,45.143,7
EVER15103,44,6
EVER15104,42.533,15
EVER15105,45.5,12
EVER15106,38.709,79
EVER15107,48.444,18
EVER15108,43.857,7
EVER15109,44.5,2
EVER15110,49.5,2
EVER15111,39.2,5
EVER15112,35.889,9
EVER15113,47,1
EVER15114,41.467,15
EVER15115,53,1
EVER15116,39,1
EVER15117,33.457,35
EVER15118,36.357,14
EVER15119,49.667,6
EVER15120,46.2,5
EVER15121,36.4,5
EVER15122,36.857,21
EVER15123,40.031,32
EVER15124,46.333,3
EVER15125,34.783,23
EVER15126,34.545,33
EVER15127,29.556,9
EVER15128,37.737,19
EVER15129,38.25,8
EVER15130,33.5,2
EVER15131,36.083,24
EVER15132,32.714,14
EVER15133,28.3,10
EVER15134,38.25,24
EVER15135,31.543,35
EVER15136,31.286,14
EVER15137,41.25,8
EVER15138,39.667,3
EVER15139,41.778,9
EVER15140,34.222,9
EVER15141,38,5
EVER15142,42.333,15
EVER15143,38.833,12
EVER15144,38.333,6
EVER15145,36.5,2
EVER15146,46.75,4
EVER15147,42,1
EVER15148,44.5,2
EVER15149,37,3
EVER15150,44.318,22
EVER15151,40.667,3
EVER15152,33,4
EVER15153,37.5,4
EVER15154,37.938,16
EVER15155,42.5,6
EVER15156,31,1
EVER15157,83,1
EVER15158,44,2
EVER15159,40.049,41
EVER15160,37,9
EVER15161,42,7
EVER15162,37.5,2
EVER15163,39.25,4
EVER15164,63.667,3
EVER15165,32.5,2
EVER15166,40.083,12
EVER15167,40,7
EVER15168,39.118,34
EVER15169,32,5
EVER15170,35,1
EVER15171,50,1
EVER15172,50,1
EVER15173,43,1
EVER15174,34.286,14
EVER15175,39.5,12
EVER15176,45.059,17
EVER15177,36.364,22
EVER15178,45,3
EVER15179,51,1
EVER15180,50,3
EVER15301,36.571,7
EVER16101,37.579,38
EVER16102,29.889,9
EVER16103,37.933,30
EVER16104,36.111,9
EVER16105,34.722,18
EVER16106,33.357,14
EVER16107,38.6,10
EVER16108,33,31
EVER16109,44.062,16
EVER16110,37.238,21
EVER16111,38.27,63
EVER16112,43.353,17
EVER16113,39.724,29
EVER16114,50.667,3
EVER16115,40.6,5
EVER16116,38,4
EVER16117,39.5,4
EVER16118,38.5,30
EVER16119,34,2
EVER16120,45.8,10
EVER16121,36.182,22
EVER16122,37.429,7
EVER16123,41,11
EVER16124,43,9
EVER16125,34,8
EVER16126,41.167,12
EVER16127,32.296,27
EVER16128,40.167,6
EVER16129,32.636,11
EVER16130,42.75,12
EVER16131,37.714,28
EVER16132,36.5,2
EVER16133,49,3
EVER16134,37.625,16
EVER16135,37.8,5
EVER16136,28.767,30
EVER16137,45.5,2
EVER16138,35,2
EVER16139,39.7,10
EVER16140,43.778,9
EVER16141,38,6
EVER16142,42.75,4
EVER16143,37,12
EVER16144,32,2
EVER16145,35.174,23
EVER16146,34.5,4
EVER16147,36.2,5
EVER16148,43.667,6
EVER16149,44.5,2
EVER16150,48.833,6
EVER16151,39.933,30
EVER16152,32,2
EVER16153,37.5,2
EVER16154,42.444,9
EVER16155,42.25,12
EVER16156,41.625,16
EVER16157,37,9
EVER16158,41.333,15
EVER16159,28,3
EVER16160,41.25,4
EVER16161,34.333,3
EVER16162,35,2
EVER16163,46.5,2
EVER16164,38.333,3
EVER16165,46.2,5
EVER16166,44.75,4
EVER16167,48.571,7
EVER16168,46.5,2
EVER16169,45.333,3
EVER16170,34.778,18
EVER16171,38,2
EVER16172,34,16
EVER16173,32.667,3
EVER16174,41.857,7
EVER16175,36.5,2
EVER16176,26.5,2
EVER16177,38,4
EVER16301,41,5
EVER16302,34,1
EVER16401,31.462,13
EVER17101,37.762,21
EVER17102,36.7,20
EVER17103,33.424,33
EVER17104,41.207,29
EVER17105,29,2
EVER17106,40.818,11
EVER17107,39.062,16
EVER17108,30.69,29
EVER17109,42.667,15
EVER17110,38.312,64
EVER17111,48,14
EVER17112,39.667,39
EVER17113,36.7,10
EVER17114,40.25,12
EVER17115,37.438,32
EVER17116,37.611,18
EVER17117,42.111,9
EVER17118,34.8,10
EVER17119,29.95,20
EVER17120,41.737,19
EVER17121,39.385,13
EVER17122,50.286,7
EVER17123,37.846,13
EVER17124,41,1
EVER17125,36.105,19
EVER17126,36.765,17
EVER17127,43.333,3
EVER17128,43.833,6
EVER17129,40.667,3
EVER17130,43,1
EVER17131,47,2
EVER17132,37.333,3
EVER17133,43,2
EVER17134,32.167,6
EVER17135,44.75,4
EVER17136,38.333,3
EVER17137,44,13
EVER17138,41,4
EVER17139,56,1
EVER17140,24,2
EVER17141,38,1
EVER17142,38.25,8
EVER17143,36,3
EVER17144,35.6,5
EVER17145,48,1
EVER17146,32,2
EVER17147,40.571,7
EVER17148,32,2
EVER17149,28,2
EVER17150,26.5,2
EVER17151,40,4
EVER17152,31,7
EVER17153,45.714,7
EVER17154,43,1
EVER17155,33.2,5
EVER17156,35.25,4
EVER17157,38.8,15
EVER17158,41.5,4
EVER17159,39.333,3
EVER17160,39.25,4
EVER17161,39.5,4
EVER17162,32.333,3
EVER17163,32.333,3
EVER17164,49,1
EVER17165,34,1
EVER17166,34,1
EVER17167,35.444,9
EVER17168,26.565,46
EVER17169,40.87,23
EVER17170,38.467,15
EVER17171,50,1
EVER17172,40.889,18
EVER17173,41.864,22
EVER17174,50,2
EVER17175,34,4
EVER17176,49.25,4
EVER17177,36.889,18
EVER17178,39.429,14
EVER17179,42.5,4
EVER17180,37.8,10
EVER17181,37.167,6
EVER17182,42.143,7
EVER17183,36.571,7
EVER17184,36.9,10
EVER17185,40,1
EVER17186,43.5,12
EVER17187,49,2
EVER17188,47,1
EVER17189,42,2
EVER17190,43,2
EVER17191,35.5,2
EVER17192,41,2
EVER17193,32,2
EVER17194,33,28
EVER17195,40,1
EVER17401,32.25,8
EVER18101,30.375,8
EVER18102,33.933,30
EVER18103,34.367,30
EVER18104,34.167,24
EVER18105,40.167,6
EVER18106,40.042,24
EVER18107,41.8,5
EVER18108,37.8,20
EVER18109,41.333,6
EVER18110,43.636,11
EVER18111,37,3
EVER18112,45.286,14
EVER18113,38,5
EVER18114,37.667,9
EVER18115,29.25,4
EVER18116,32.269,26
EVER18117,38.667,27
EVER18118,37.652,23
EVER18119,39.286,7
EVER18120,42.833,6
EVER18121,35.833,6
EVER18122,40.5,6
EVER18123,33.067,15
EVER18124,40.3,10
EVER18125,40.958,48
EVER18126,40.6,10
EVER18127,33.909,11
EVER18128,45.333,6
EVER18129,36.65,20
EVER18130,26.143,14
EVER18131,41,20
EVER18132,39.6,5
EVER18133,37,3
EVER18134,30.75,4
EVER18135,41.5,2
EVER18136,23.5,2
EVER18137,38.619,21
EVER18138,34.714,7
EVER18139,40.429,7
EVER18140,40.111,9
EVER18141,46,2
EVER18142,39.5,2
EVER18143,30.688,16
EVER18144,37.889,9
EVER18145,41.667,18
EVER18146,45.333,6
EVER18147,40.167,6
EVER18148,41.286,7
EVER18149,42.5,2
EVER18150,34.333,6
EVER18151,32.833,6
EVER18152,47,2
EVER18153,37.556,9
EVER18154,30,4
EVER18155,42.167,6
EVER18156,30.2,5
EVER18157,44,3
EVER18158,38.429,14
EVER18159,35,1
EVER18160,36.895,19
EVER18161,42.636,11
EVER18162,48.667,3
EVER18163,39.091,11
EVER18164,25.5,2
EVER18165,64,3
EVER18166,38.783,60
EVER18167,43.067,15
EVER18168,41.867,15
EVER18169,43.143,7
EVER18170,40.1,10
EVER18171,43.647,17
EVER18172,43.864,22
EVER18173,38.143,21
EVER18174,42.214,14
EVER18175,39.375,8
EVER18176,45.6,5
EVER18177,37.4,10
EVER18178,24,1
EVER18179,43.333,6
EVER18180,41,2
EVER18181,27,1
EVER18182,43.143,7
EVER18183,44.3,10
EVER18184,54.5,2
EVER18185,25.188,69
EVER18186,44.25,4
EVER18187,32,6
EVER19101,31.5,8
EVER19102,36.333,24
EVER19103,41.429,7
EVER19104,35.786,28
EVER19105,39.591,22
EVER19106,38.167,36
EVER19107,34.8,5
EVER19108,40,1
EVER19109,40.167,6
EVER19110,39.311,45
EVER19111,42.167,24
EVER19112,37.316,19
EVER19113,40.846,13
EVER19114,39.364,11
EVER19115,46.167,12
EVER19116,40.182,11
EVER19117,37.969,65
EVER19118,34.791,43
EVER19119,37.286,7
EVER19120,33,27
EVER19121,35.739,23
EVER19122,34.708,24
EVER19123,36.4,5
EVER19124,35.091,22
EVER19125,34.833,6
EVER19126,34.357,14
EVER19127,35.222,9
EVER19128,34.667,15
EVER19129,37.667,3
EVER19130,40.455,11
EVER19131,49,2
EVER19132,39.875,16
EVER19133,34.857,14
EVER19134,38.2,5
EVER19135,33.2,5
EVER19136,39.5,2
EVER19137,38.75,8
EVER19138,31.833,6
EVER19139,38,3
EVER19140,35.636,11
EVER19141,39.625,16
EVER19142,31,3
EVER19143,37.538,13
EVER19144,41.8,10
EVER19145,34,3
EVER19146,32,19
EVER19147,32.727,22
EVER19148,36.6,5
EVER19149,27.8,5
EVER19150,39.429,7
EVER19151,41.5,2
EVER19152,41,2
EVER19153,48.333,3
EVER19154,33.5,4
EVER19155,35.714,14
EVER19156,34.8,5
EVER19157,33,2
EVER19158,31.333,3
EVER19159,35,13
EVER19160,43.875,16
EVER19161,46.25,8
EVER19162,35,17
EVER19163,41.75,4
EVER19164,33.5,4
EVER19165,54.75,4
EVER19166,40.917,12
EVER19167,42.222,18
EVER19168,41.7,20
EVER19169,30.971,34
EVER19170,37.263,19
EVER19171,49.25,4
EVER19172,44.364,11
EVER19173,42.333,9
EVER19174,39,6
EVER19175,38.714,21
EVER19176,35.75,4
EVER19177,38.375,8
EVER19178,36.667,3
EVER19179,42.125,16
EVER19180,38.4,5
EVER19181,48.167,6
EVER19182,48,2
EVER19183,49.5,2
EVER19184,38,2
EVER19186,46.75,4
EVER19187,44.5,2
EVER19188,36,1
EVER19189,41.5,4
EVER19190,30.857,7
EVER21101,40.333,9
EVER22101,37.538,13
EVER24101,34.455,11
EVER33101,28.484,31
EVER34101,30.5,2
EVER35201,27.231,13
EVER36101,28.885,26
EVER38101,29.5,14
EVER47101,32.5,2
EVER50301,48.2,5
EVER51101,32.2,5
EVER51301,34.75,8
EVER52101,39.294,17
EVER52301,35.364,11
EVER53101,33.238,21
EVER56101,35.25,16
EVER58301,33.333,3
EVER60101,31,22
EVER60102,25.8,5
EVER62101,30.611,18
EVER62102,31,4
EVER63101,33.435,23
EVER64101,36,1
EVER65101,30.81,21
EVER66101,30,2
EVER69101,31.5,4
EVER69301,33,12
EVER69302,32.176,17
EVER70101,32.244,41
EVER70102,33.073,41
EVER71101,35.318,22
EVER71301,33.632,19
EVER72101,34.565,23
EVER72301,33.667,15
EVER73101,30.138,65
EVER73301,31.08,50
EVER74101,35.471,17
EVER74301,32.167,12
EVER75101,31.826,23
EVER75102,28.5,12
EVER75301,34.458,24
EVER76101,34.294,34
EVER76301,31.75,20
EVER77101,30.625,8
EVER77301,32.429,21
EVER78101,29.5,2
EVER78102,34.062,16
EVER78301,34.227,22
EVER78302,36.333,18
EVER79101,31.531,32
EVER79301,34,14
EVER79302,33.222,9
EVER79303,30.667,6
EVER79401,36.667,21
EVER80101,32.5,14
EVER80102,38.333,15
EVER80103,34.333,18
EVER80104,39,1
EVER80105,35,1
EVER80201,32.5,2
EVER80301,31.885,52
EVER80401,34.294,17
EVER80402,31.091,11
EVER81101,31,6
EVER81102,31,20
EVER81301,34.423,26
EVER81302,31.5,4
EVER81303,37.133,15
EVER82101,39.464,28
EVER82102,38.529,17
EVER82103,35.833,6
EVER82301,31.7,20
EVER82302,33.379,29
EVER82303,34.429,14
EVER82401,32.833,12
EVER82402,31.875,8
EVER83101,33.75,12
EVER83102,36.571,21
EVER83103,36.889,9
EVER83301,30.778,9
EVER83302,30.636,11
EVER83303,31.571,21
EVER83304,34.588,17
EVER83305,33.6,5
EVER83306,30.6,5
EVER83307,30.714,7
EVER83401,33.636,11
EVER83402,35.5,2
EVER84101,37.875,8
EVER84102,33.923,26
EVER84103,34.28,25
EVER84104,32.833,6
EVER84105,36.857,7
EVER84301,32.25,8
EVER84302,30.286,28
EVER84303,38.5,12
EVER84304,26,6
EVER84305,31,10
EVER84306,39,22
EVER84401,29.462,13
EVER84402,30.882,17
EVER85101,31.952,21
EVER85102,36.364,22
EVER85103,32.526,19
EVER85104,30.667,3
EVER85201,31.188,16
EVER85202,35,2
EVER85301,36.286,14
EVER85302,32.5,10
EVER85303,30.86,43
EVER85304,31.786,14
EVER85401,33.8,10
EVER85402,25.529,17
EVER85403,31,12
EVER85404,29.111,9
EVER86101,32.875,8
EVER86102,32.091,11
EVER86103,42.714,7
EVER86104,35.5,6
EVER86105,27.667,3
EVER86201,36.333,3
EVER86202,33.4,5
EVER86203,31.75,4
EVER86301,40.765,17
EVER86302,36.769,26
EVER86303,37.067,15
EVER86304,32.222,9
EVER86305,32,4
EVER86401,30.75,8
EVER86402,29,7
EVER87101,33.345,29
EVER87102,35.812,16
EVER87103,35.217,23
EVER87104,34.533,15
EVER87105,35,2
EVER87106,40.5,2
EVER87201,31.7,10
EVER87202,41,1
EVER87301,31.333,3
EVER87302,33,6
EVER87303,33.2,10
EVER87304,34.5,4
EVER87305,39.8,15
EVER87306,31.111,9
EVER87307,30.385,13
EVER87401,33,4
EVER87402,34.5,10
EVER88101,32.783,92
EVER88102,33.524,42
EVER88103,31.5,6
EVER88104,33.16,25
EVER88201,41.167,18
EVER88301,31.364,22
EVER88302,35.231,13
EVER88303,34.765,17
EVER88304,29.857,21
EVER88305,35.406,32
EVER88306,34.706,17
EVER88307,36,1
EVER88308,35.25,8
EVER88309,32.8,5
EVER88310,35.273,11
EVER88311,27.5,2
EVER88312,29,2
EVER88401,37.6,20
EVER88402,29.75,12
EVER88403,34,4
EVER89101,36.19,21
EVER89102,30.5,4
EVER89103,35.895,19
EVER89104,31.5,18
EVER89105,35.882,17
EVER89106,33.625,8
EVER89107,37,1
EVER89108,34.5,2
EVER89201,38.833,6
EVER89202,34.188,16
EVER89203,32.909,11
EVER89204,33.25,4
EVER89301,34.857,7
EVER89302,32.2,10
EVER89303,33.667,27
EVER89304,39.636,22
EVER89305,33.5,6
EVER89306,28,2
EVER89307,37.235,17
EVER89308,34.931,29
EVER89309,27.25,4
EVER89310,25.75,4
EVER89311,31.5,6
EVER89312,29.188,16
EVER89313,33.667,9
EVER89314,32.462,13
EVER89315,33.667,9
EVER89401,29.286,28
EVER90101,44,1
EVER90102,34.812,16
EVER90103,35.172,29
EVER90104,33.926,27
EVER90105,31.667,6
EVER90106,33.5,4
EVER90107,35,13
EVER90108,30.182,11
EVER90109,31.667,3
EVER90110,37.111,9
EVER90301,35.167,6
EVER90302,35.364,11
EVER90303,31.882,17
EVER90304,31,3
EVER90305,36.583,24
EVER90306,35.667,12
EVER90307,40.75,12
EVER90308,38.111,9
EVER90309,35.619,21
EVER90310,32.062,16
EVER90311,34.5,2
EVER90312,31.167,6
EVER91101,38.5,4
EVER91102,32.125,8
EVER91103,32.769,13
EVER91104,35.095,21
EVER91105,35.091,22
EVER91106,36.8,10
EVER91107,36.5,6
EVER91108,31.833,12
EVER91109,30.5,2
EVER91110,36.222,18
EVER91111,41.875,8
EVER91112,34.167,6
EVER91113,42.077,13
EVER91114,43.667,3
EVER91115,38.077,13
EVER91116,36.75,4
EVER91201,38,11
EVER91301,35,21
EVER91302,34.412,17
EVER91303,36.667,15
EVER91304,28.562,16
EVER91305,32,8
EVER91306,37.632,19
EVER91307,37,7
EVER91308,33.25,4
EVER91309,33.625,8
EVER91310,33,1
EVER91311,36,10
EVER91312,48.4,5
EVER91313,33.667,9
EVER91401,33,18
EVER91402,28.917,12
EVER91403,31,6
EVER92101,34.19,21
EVER92102,35,20
EVER92103,28.6,15
EVER92104,35.526,19
EVER92105,38.65,20
EVER92106,35.235,17
EVER92107,38.8,20
EVER92108,35.688,16
EVER92109,38.714,7
EVER92110,41.2,10
EVER92111,34.176,17
EVER92112,39.25,4
EVER92113,37.562,16
EVER92114,38.625,8
EVER92115,37.286,7
EVER92116,34.167,6
EVER92117,42.059,17
EVER92301,36.25,4
EVER92302,47.5,2
EVER92303,31.1,10
EVER92304,35.8,10
EVER92305,42.2,5
EVER92306,35.615,13
EVER92307,37.056,18
EVER92308,36.3,10
EVER92309,36.833,6
EVER92310,35.857,21
EVER92311,41.7,20
EVER92312,36.688,16
EVER92313,38.857,28
EVER92314,32,1
EVER92401,34.211,19
EVER92402,33,2
EVER93101,38.25,4
EVER93102,28.857,7
EVER93103,30.909,11
EVER93104,27.875,8
EVER93105,38.483,29
EVER93106,28.692,13
EVER93107,38.125,16
EVER93108,27.333,18
EVER93109,29.633,30
EVER93110,31.5,8
EVER93111,30.25,8
EVER93112,36.214,14
EVER93113,36.667,15
EVER93114,39.8,10
EVER93115,37.6,20
EVER93116,40,1
EVER93117,36.9,10
EVER93118,44,8
EVER93119,32.6,5
EVER93201,48.5,2
EVER93202,41.286,7
EVER93301,38.778,9
EVER93302,27.5,12
EVER93303,34.636,11
EVER93304,31.667,3
EVER93305,38.095,21
EVER93306,32.077,13
EVER93307,38.167,24
EVER93308,34.444,9
EVER93309,43.143,7
EVER93401,40.8,10
EVER94101,37.556,9
EVER94102,38.444,18
EVER94103,38.44,25
EVER94104,36.25,12
EVER94105,34.833,6
EVER94106,36.467,15
EVER94107,38.167,18
EVER94108,32.625,8
EVER94109,43.875,16
EVER94110,36.286,7
EVER94111,40.333,3
EVER94112,36.727,11
EVER94113,36,14
EVER94201,41.444,9
EVER94301,36.875,8
EVER94302,31.2,10
EVER94303,36.81,21
EVER94304,38.083,12
EVER94305,39,10
EVER94306,37.8,10
EVER94307,41.4,10
EVER94308,34.6,5
EVER94309,37.25,12
EVER94310,25.333,6
EVER94311,31,1
EVER94312,38.2,5
EVER95101,37.533,15
EVER95102,35,18
EVER95103,32.188,16
EVER95104,36.84,25
EVER95105,40.333,6
EVER95106,37.458,24
EVER95107,40,14
EVER95108,39.882,17
EVER95109,38.412,17
EVER95110,44.7,10
EVER95111,41.667,9
EVER95112,40.941,17
EVER95113,36.25,12
EVER95114,36.609,23
EVER95115,33,1
EVER95201,39,3
EVER95202,36,7
EVER95203,34.667,3
EVER95301,34.2,10
EVER95302,29,8
EVER95303,31.778,9
EVER95304,29.167,12
EVER95305,31.556,9
EVER95306,29.273,11
EVER96101,33,7
EVER96102,24,1
EVER96103,34.083,12
EVER96104,37.611,18
EVER96105,34,2
EVER96106,35.429,7
EVER96107,37.455,22
EVER96108,37.875,8
EVER96109,35.857,14
EVER96110,35.576,33
EVER96111,37.667,3
EVER96112,33.467,15
EVER96113,37.625,16
EVER96114,37.364,11
EVER96115,40.8,15
EVER96116,34.1,10
EVER96117,32.714,7
EVER96118,39.071,14
EVER96119,34.333,3
EVER96120,36.25,8
EVER96121,42.333,3
EVER96122,39.941,17
EVER96123,41.25,8
EVER96124,36.2,5
EVER96125,37.444,9
EVER96126,28.2,5
EVER96127,47.167,6
EVER96128,29.944,18
EVER96129,34.5,2
EVER96130,38,4
EVER96201,36.375,8
EVER96301,30.857,7
EVER96302,29.462,13
EVER96303,41.667,12
EVER96304,28.667,3
EVER96305,38,16
EVER96306,42.286,7
EVER96307,26.167,6
EVER96308,41.667,3
EVER97101,33.444,18
EVER97102,36.273,22
EVER97103,34.091,11
EVER97104,34.259,27
EVER97105,42,11
EVER97106,35.417,12
EVER97107,35.133,15
EVER97108,36.741,27
EVER97109,39.182,11
EVER97110,36.895,19
EVER97111,37.333,3
EVER97112,33.75,4
EVER97113,36.8,5
EVER97114,36.2,5
EVER97115,35.909,11
EVER97116,29,1
EVER97117,47.286,7
EVER97118,37,2
EVER97119,27,1
EVER97120,42,2
EVER97121,37.667,12
EVER97122,40,1
EVER97123,40.889,9
EVER97124,37.65,20
EVER97125,29.917,12
EVER97126,32.9,10
EVER97127,35,7
EVER97128,44.5,2
EVER97301,31.5,2
EVER97302,38.889,9
EVER97303,35.3,10
EVER97304,31.8,10
EVER97305,44.667,3
EVER97306,31.5,2
EVER97307,36.933,15
EVER97308,47.5,2
EVER97309,29.25,12
EVER97310,35.846,13
EVER97311,38.7,10
EVER97312,32.75,4
EVER98101,34,1
EVER98102,45,1
EVER98103,32.647,17
EVER98104,34.417,24
EVER98105,32.571,7
EVER98106,41.167,6
EVER98107,40.652,23
EVER98108,37.077,13
EVER98109,31.909,11
EVER98110,44,4
EVER98111,38,2
EVER98112,34.619,21
EVER98113,39.077,13
EVER98114,33.75,12
EVER98115,44.688,16
EVER98116,29.667,6
EVER98117,32.474,19
EVER98118,36.4,15
EVER98119,39,1
EVER98120,38.375,8
EVER98121,36,1
EVER98122,31.5,10
EVER98123,35.727,11
EVER98124,32.5,4
EVER98125,38.5,2
EVER98126,36,2
EVER98127,36,1
EVER98128,41.381,21
EVER98129,44.6,15
EVER98130,42,2
EVER98131,46.75,4
EVER98132,52,1
EVER98301,41,3
EVER98302,32,5
EVER98303,34,8
EVER98304,32.5,2
EVER98305,33,1
EVER98306,32,5
EVER98307,43.909,11
EVER98308,40,2
EVER98309,27.333,3
EVER99101,44.286,7
EVER99102,45,1
EVER99103,35.5,4
EVER99104,35.429,7
EVER99105,36.75,4
EVER99106,44,2
EVER99107,41.1,10
EVER99108,38,2
EVER99109,39,2
EVER99110,26,1
EVER99111,37.267,15
EVER99112,36,9
EVER99113,35.571,7
EVER99114,34.5,8
EVER99115,40.3,10
